,source_text,polyphone,location,narrow_context,context,index,reading,gloss
345263,漢書,後,23,伏誅流放其後卒有王莽簒,十為度八月丁巳悉復蠲除之賀良及黨與皆伏誅流放其後卒有王莽簒國之禍元夀元年十一月歲星入太微逆行干右執法占曰大臣有憂執法者誅若有,-1,,
372424,漢書,為,18,為燈燭水銀為江海黄金為,周回五里有餘石槨為游館人膏為燈燭水銀為江海黄金為鳬鴈珍寶之臧機械之變棺椁之麗宮,-1,,
441304,漢書,許,17,輔尤異天子許之敞到膠東,追捕有功效者願得壹切比三輔尤異天子許之敞到膠東明設購賞開羣盗令相捕斬除罪吏追捕有功上名尚書調補縣令者數十人由,-1,,
348471,漢書,忘,19,王曰叔氏其忘諸乎叔父唐,戎翟之與鄰拜戎不暇其何以獻器王曰叔氏其忘諸乎叔父唐叔成王之母弟其反亡分乎昔而高祖司晉之典籍以為大正故曰籍氏女司典之後也何故忘之,-1,,
402879,漢書,為,24,自殺食其贖為庶人青軍入,過幕南廼相逄青欲使使歸報令長史簿責廣廣自殺食其贖為庶人青軍入塞凡斬首虜萬九千級,-1,,
360834,漢書,作,27,篇成帝時將作大匠李長元,司馬相如作凡將篇無復字元帝時黄門令史游作急就篇成帝時將作大匠李長元尚篇皆蒼頡中,-1,,
332245,漢書,易,26,落抵冬降霜易亂除邪革正,正心翊翊西顥五鄒子樂𤣥㝠陵隂蟄蟲蓋臧屮木零落抵冬降霜易亂除邪革正異俗兆民反本抱素懷樸條理信義望禮五嶽籍斂之時掩收嘉榖𤣥㝠,-1,,
464221,漢書,長,24,郎出補穀陽長舉高第遷上,卒召信臣字翁卿九江壽春人也以明經甲科為郎出補穀陽長舉高第遷上蔡長其,-1,,
411272,漢書,去,17,徘徊不忍逺去况將軍之於,宣就封於齊猶歎息永懐宿夜徘徊不忍逺去况將軍之於主上主上之與將軍哉夫,-1,,
424417,漢書,妻,24,女為桀子安妻有女年與帝,等衆庶莫不多光光與左將軍桀結㛰相親光長女為桀子安妻有女年與帝相配桀因帝姊鄂邑蓋主内安女後宮為倢伃數月立為皇后父安為票騎將軍,-1,,
417642,漢書,夫,27,斯諫曰不可夫匈奴無城郭,下并吞戰國海内為一功齊三代務勝不休欲攻匈奴李斯諫曰不可夫匈奴無城郭之居委積之守,-1,,
431286,漢書,數,25,為御史大夫數處駮議定國,御史大夫與定國並位八年論議無所拂後貢禹代為御史大夫數處駮議定國明習政事率常丞相議可然,-1,,
373472,漢書,降,26,冬實七月霜降草木不死注,出奔向正用公羊説耳張晏注誤劉攽糾之是也李梅冬實七月霜降草木不死注云云○按以下文八月殺菽例之用夏時紀月則此,-1,,
495250,漢書,成,17,侯根子也根成帝世為大司,道侯王渉為衞將軍渉者曲陽侯根子也根成帝世為大司馬薦莽自代莽恩之以為曲陽非令稱乃追諡根曰直道讓公渉嗣,-1,,
371771,漢書,平,29,王見殺至乎平王末年魯隠,位之所致也自此之後天下大亂簒殺殃禍並作厲王奔彘幽王見殺至乎平王末年魯隠之始即位也周大夫祭伯乖離,-1,,
421307,漢書,將,20,光中為輕車將軍軍馬邑後,夫人君孺衛皇后姊也賀由是有寵元光中為輕車將軍軍馬邑後四歲出雲中後五歲以車騎將軍,-1,,
483361,漢書,王,20,肯行至代代王獨幸竇姬生,行竇姬涕泣怨其宦者不欲徃相彊廼肯行至代代王獨幸竇姬生女嫖孝恵七年生景,-1,,
533298,漢記,居,19,廟於京師之居躬親承事四,惟聖人爲能饗帝孝子爲能饗親立廟於京師之居躬親承事四海之内各以其軄來祭尊尊之大義也五帝三五不易之道也詩云有來雍雍至止肅,-1,,
508373,漢記,盡,20,審食其謀欲盡誅大臣數日,辰帝崩于長安宮呂后畏諸將大臣與審食其謀欲盡誅大臣數日不發䘮酈商謂辟陽侯曰今陳平灌嬰將十萬衆守滎陽樊噲周勃將二十萬衆定,-1,,
534989,漢記,所,29,帝武帝宣帝所立山川羣祠,無明文不可奉祀其餘四百七十五所不應祀請罷之又奏高帝武帝宣帝所立山川羣祠凡百二十餘所非典皆罷之候神方士使者副使待詔七十餘,0,s-qʰraʔ,place (n.); that which
526455,漢記,耳,29,臣以可傳故耳朝廷每有大,聞而讓之勝曰陛下言善臣故揚之堯言布於天下至今誦之臣以可傳故耳朝廷每有大議上謂勝曰先生通正言無懲前事初皇太后聽政霍光以令太后從,-1,,
543895,漢記,定,24,數代然後始定昔者縱橫之,稚子也囂問彪曰徃者周亡戰國並爭天下分裂數代然後始定昔者縱橫之事復起於今日乎將乗運迭興在一人也願先生論之論曰周廢興與漢稍異昔,-1,,
504265,漢記,和,24,秦將果欲連和俱西沛公欲,旗幟諸山上爲疑兵令酈食其持重寳以㗖秦將秦將果欲連和俱西沛公欲聽之良曰今獨其將欲叛士卒恐不從從必危不如因其懈而擊之乃擊秦軍,-1,,
537976,漢記,上,19,功祖廟告類上帝以言事爲,秉斧鉞席卷乘勝㰱血千里之外薦功祖廟告類上帝以言事爲罪無烜赫之惡周書曰記人之功忘人之過宜爲人君者也犬馬於,-1,,
527440,漢記,廢,21,相平恩侯因廢帝而立禹㑹,女婿光祿勲范明友等承太后制引斬丞相平恩侯因廢帝而立禹㑹發覺雲山明友等自殺禹具五刑顯腰斬先是禹夢見第門皆壞有人發第端門,-1,,
536529,漢記,中,25,至大逆死獄中妻子徙合浦,薦欲令在朝阿附諸侯又比上於夷狄非所宜言罪至大逆死獄中妻子徙合浦初章學長安疾病無被卧牛衣中與妻子辭訣涕泣其妻怒之曰仲卿京師尊,-1,,
533590,漢記,令,17,必有隔絶臣令不得乘傳奏,氣而上意疑也巳卯庚辰之間必有隔絶臣令不得乘傳奏事者房未發顯果白詔止房無乘傳奏事房至新,-1,,
510575,漢記,於,19,宫中誅少帝於是告齊王令,東牟侯興居與太僕夏侯嬰隂共入宫中誅少帝於是告齊王令罷兵諸吕之始王也吕后畏大臣及有口辨者陸賈爲太中大夫自度不能爭之乃謝病免於,-1,,
509957,漢記,夫,30,敖爲御史大夫二年春正月,髙后怒御史大夫趙堯之爲趙王謀也免堯之抵罪上黨太守任敖爲御史大夫二年春正月詔班序列侯功臣位次藏于髙廟世世勿絶嗣二月乙卯晦地震羌道武,-1,,
519862,漢記,王,30,者子胥諫呉王呉王不用曰,郞伍被欲與計事呼之曰將軍伍被曰王安得此亡國之言邪昔者子胥諫呉王呉王不用曰吾今見麋鹿遊於姑蘇之臺今臣將見王宮中生荆棘而露霑衣,-1,,
531835,漢記,下,26,皆拜謁於車下咸由所在皆,旦會詔召入拜司隸過扶風府門而官屬掾吏數百人皆拜謁於車下咸由所在皆以功績著聞名流後世是歲,-1,,
514090,漢記,濟,20,王戌趙王遂濟南王辟光淄,月淮陽王正殿災吳王濞膠西王卬楚王戌趙王遂濟南王辟光淄川王賢膠東王熊渠皆謀反初上爲太子時吳王太子入朝與上博爭,-1,,
505377,漢記,能,31,二千趙軍不能敗水上軍乃,空壁争漢旗鼓逐信耳於是二千旗馳入趙壁皆拔趙幟立漢赤幟二千趙軍不能敗水上軍乃還見漢赤幟大驚以爲漢皆巳破趙衆,-1,,
509851,漢記,朝,20,不可后喜罷朝陵讓平勃曰,天下王諸劉今陛下稱制王諸吕無所不可后喜罷朝陵讓平勃曰諸君背要何面目見髙帝於地下勃曰面折廷諍臣不如君安漢,-1,,
541002,漢記,將,19,不能安之民將安歸乎奈何,七死而無一生欲望刑措誠難陛下不能安之民將安歸乎奈何獨私外親與董賢夫官爵非陛下之官爵乃天下之,-1,,
529594,漢記,下,20,承福其赦天下賜民爵鰥寡,於池從四方來集於壇上帝嘉饗海内承福其赦天下賜民爵鰥寡高年帛夏五月潁川太守黃霸以治行尤異秩二千石賜爵關内侯加賜黄金百斤,-1,,
542782,漢記,於,29,永爲新室賔於戯敬天之休,曆數在于予躬詩不云乎侯服于周天命靡常封爾爲定安公永爲新室賔於戯敬天之休徃踐乃位無廢朕,-1,,
536545,漢記,反,23,不自激卬乃反涕泣何其鄙,京師尊貴在朝廷者誰逾仲卿也今疾病困厄不自激卬乃反涕泣何其鄙也及上封事妻止之曰人當知足獨不念牛衣中事邪章曰非女,-1,,
514470,漢記,相,26,餉道使吳梁相弊而粮食竭,攻之將軍深溝高壘勿與戰使輕兵絶淮泗之口斷吳餉道使吳梁相弊而粮食竭以全制其虚吳必破矣從之吳攻梁梁王急請救,-1,,
521634,漢記,將,22,臣於是五利將軍嘗夜祠其,茆上大亦衣羽衣立白茆上受印綬以示不臣於是五利將軍嘗夜祠其家欲下其神後裝欲入東海中云求其師至大山不敢入海上使人,-1,,
519268,漢記,女,29,十餘人衆男女萬五千餘人,賢王大驚乃將數百騎馳潰圍北遁僅以身免得右賢王禆將十餘人衆男女萬五千餘,-1,,
521723,漢記,居,32,或以晝至或居室帷幄中上,從之云非可見但聞其言言與人音等也時去則若風肅然嘗以夜至或以晝至或居室帷幄中上禮之,-1,,
508689,漢記,王,16,酌鴆酒令齊王爲壽齊王起,置王上坐如家人禮太后怒酌鴆酒令齊王爲壽齊王起上亦起太后恐自反巵酒,-1,,
524902,漢記,平,26,廣明軍正王平擊益州斬捕,軍上官安爲樂鄕侯罷儋耳番禺九眞郡秋大鴻臚田廣明軍正王平擊益州斬捕虜三萬餘人獲畜産五萬餘頭六年春正月上耕於上林二月,-1,,
543408,漢記,道,19,後能備計其道理一年尚未,三百日之粮東據海岱南取江淮然後能備計其道理一年尚未集合兵先至者聚居暴露師老械朽勢不可用此一難也邊城空虚不能奉軍糧,-1,,
511704,漢記,於,24,漢故周行之於前漢用之於,室高宗廢代王以便事濟北舉兵皇帝誅之以安漢故周行之於前漢用之於後今大王欲以親戚之意故望於上大王終不可得也宜急改行上書謝罪王得書不恱,-1,,
531290,漢記,語,29,還里中爲之語曰東家有樹,知之乃去其婦東家見吉去婦欲伐樹鄰人止之因固請吉婦還里中爲之語曰東家有樹王陽去婦東家樹完去婦復還其勵節如此貢禹字,-1,,
535924,漢記,易,26,立之京房授易於梁人焦延,爲丞相掾由是有施孟梁丘之學此三家者宣帝之時立之京房授易於梁人焦延壽獨得隱,-1,,
542224,漢記,王,25,春詔博采二王後及周孔世,者乎時大臣皆失色而寳不變坐免官終於家三年春詔博采二王後及周孔世卿列侯在長安適子女王,-1,,
540992,漢記,氣,18,饉六死也時氣疾病七死也,四死也怨仇相殘五死也歲惡饑饉六死也時氣疾病七死也民有七亡而無一得欲望國富誠難民有七死而無一生欲望刑措誠難陛下不能,-1,,
529248,漢記,車,20,帝歎之擢爲車騎將軍長史,師引軍隨之遂得解身被二十餘瘡武帝歎之擢爲車騎將軍長史太始之際與霍光定策要宗廟封營平侯秋匈奴大亂日逐王先賢單于來降時衞司馬㑹稽人鄭,-1,,
528476,漢記,惡,21,獸之肉口非惡甘㫖耳非惡,衞之曲楚莊王好畋獵樊姬爲之不食鳥獸之肉口非惡甘㫖耳非惡絲竹也所以抑心意絕嗜慾,-1,,
536984,漢記,三,32,鳴石長一丈三尺廣厚畧等,冀南山大石鳴聲隆隆如雷有頃乃止聞於平襄二百四十里野雉皆鳴石長一丈三尺廣厚畧等民俗名曰石鼓石鼓鳴有兵云秋八月乙,-1,,
526354,漢記,行,24,文始四時五行之舞凡武德,議孝武廟樂六月庚午尊孝武廟曰世宗奏盛德文始四時五行之舞凡武德昭德盛德之舞所以尊祖宗也諸帝,-1,,
509125,漢記,作,29,之文者能述作者謂之聖述,云乎哉言眀王設禮樂之本也故知禮樂之情者能作識禮樂之文者能述作者謂之聖述者謂之明王者必因先王之禮樂順時施宜有所損益,-1,,
504634,漢記,伏,23,坐事當斬巳伏鑕仰視乃見,家者後事項羽爲郞中羽不能用而去歸於漢坐事當斬巳伏鑕仰視乃見夏侯嬰曰王不欲取天下邪而斬,-1,,
528923,漢記,勞,27,并力以逸待勞兵之大利騎,遠望之便部曲相保塹壘木樵便兵飾弩烽火相連勢足并力以逸待勞兵之大利騎兵雖罷虜見屯田爲必擒之具必有,-1,,
528450,漢記,治,21,起長吏不能治乃拜敞爲膠,國事非忠臣也請治劇郡時膠東盗賊並起長吏不能治乃拜敞爲膠東王相至郡明,-1,,
527074,漢記,舉,20,明主親萬機舉賢良以爲腹,和是大臣任政一姓專權之所致也惟明主親萬機舉賢良以爲腹心公道立則姦邪塞姦邪塞則私權廢矣對奏拜望之爲謁者是時招,-1,,
504928,漢記,復,29,人從軍者家復租稅二歳關,老弱齊復叛楚降漢漢王立社稷於長安施恩惠賜人爵蜀漢人從軍者家復租稅二歳關中人從軍者復租一歳人年五十巳上能善道教訓,-1,,
527207,漢記,當,30,決室家問賢當爲後者賢恚,劇多過勑令自免弘懷讓不去官及賢病篤弘坐宗廟事繫獄未決室家問賢當爲後,-1,,
516529,漢記,後,28,後行中路而後馳猶時有銜,殆哉雖曰萬全而無害然本非天子所宜近也且夫淸道而後行中路而後馳猶時有銜橛之變況渉乎豐草馳乎丘墟前有利獸之樂内無,-1,,
514096,漢記,反,17,王熊渠皆謀反初上爲太子,遂濟南王辟光淄川王賢膠東王熊渠皆謀反初上爲太子時吳王太子入朝與上博爭道無禮於上上以博局擲之而死送䘮至吳吳王,-1,,
544289,漢記,上,18,其辭曰茫茫上古結繩而治,以綜徃事庶幾來者亦有監乎此其辭曰茫茫上古結繩而治書契爰作典謨云備明德惟馨光於萬祀其在,-1,,
531182,漢記,車,27,高爲大司馬車騎將軍望之,外屬侍中樂陵侯史高大傅蕭望之少府周堪至京中拜高爲大司馬車騎將軍望之爲前將軍光禄勲堪,-1,,
534552,漢記,分,31,簫自度聲曲分别節度窮極,經然後用於正矣讃曰本紀稱孝元皇帝多才藝善史書皷琴吹洞簫自度聲曲分别節度窮極要妙少好儒術及即位徴用儒生委之以政貢薛韋匡迭,-1,,
504382,漢記,夫,19,而亡秦族矣夫秦以區區之,合響應嬴粮而影從山東豪傑並起而亡秦族矣夫秦以區區之地致萬乗之權然後以六合爲家崤凾,-1,,
518663,漢記,涕,21,爲之請上流涕曰廢先帝之,之子尚上女夷安公主驕放犯罪死左右爲之請上流涕曰廢先帝之法吾何靣目入郊廟乎乃哀不能自勝朔進曰臣聞樂太甚則陽溢悲太甚則隂,-1,,
535642,漢記,於,17,二事文書盈於杌閣典掌不,罪決事比至萬三千四百七十二事文書盈於杌閣典掌不能徧覩是以郡國承用者班駮或罪同而論異姦吏因縁爲市所欲活即傅生議所欲,-1,,
523489,漢記,還,17,戰不利皆引還夏四月立皇,萬餘人與貳師將軍㑹與匈奴戰不利皆引還夏四月立皇子髆爲昌邑王秋九月令死罪人贖錢五十萬减死一等前漢孝武皇帝紀五卷第十四,-1,,
510047,漢記,食,29,日食修德月食修刑則災異,宫室之中髙后惡之曰此爲我也星傳曰日者德也月者刑也日食修德月食修刑則災異消矣詩云日月告㐫不用其行四國無政曷用其良言人君失政則,-1,,
510771,漢記,行,30,竇姬泣啼而行旣至代幸於,賜諸王各五人竇姬家在淸河賂主者吏願至趙吏誤置代伍中竇姬泣啼而行旣至代幸於主生景帝而代皇后,-1,,
543922,漢記,後,17,是以即位之後天下莫不引,擅朝廷能竊其位不䘏於人心是以即位之後天下莫不引領而嘆十餘年間中外騷動逺近俱發假號雲合咸稱劉氏不謀同,-1,,
512875,漢記,單,24,將軍軍渭北單于乗騎卒十,地上郡中尉周舍爲衞將軍郞中令張武爲車騎將軍軍渭北單于乗騎卒十萬上親,-1,,
505388,漢記,背,17,信曰兵法右背山陵前左水,漢兵夾擊大破之旣而諸將問信曰兵法右背山陵前左水澤今將軍令臣等反背水陣何也信曰置之死地而後生此兵法也且信非得素拊循士大夫也所,-1,,
515727,漢記,居,20,吏者長子孫居官者以官爲,馬阡陌之間成群守閭閻者食梁肉爲吏者長子孫居官者以官爲姓號人人自愛而重犯法仁義興焉三年春正,-1,,
510189,漢記,中,21,兩端以御其中參五以變錯,經典校之古今乗其三勢以通其精撮其兩端以御其中參五以變錯綜其紀則可以髣髴其咎矣夫事物之性有自然而成者有待人事而,-1,,
504746,漢記,翳,19,萬人唯邯忻翳等三人得脫,衆降諸侯項王詐坑秦降卒二十餘萬人唯邯忻翳等三人得脫秦人父兄怨此三人痛入骨髓大王入關秋毫一無所取除秦苛法吏人無不欲得大王王秦,-1,,
